0	1	2
dibefba	taciighh	0
drcgahea	taciighh	0
drcfjhih	taciighh	0
drcfccjh	taciighh	0
drcejabe	taciighh	0
drcehded	taciighh	0
drcfiicg	taciighh	0
drcgacfa	taciighh	0
drcdabaf	taciighh	0
drceidhc	taciighh	0
drchbged	taciighh	0
drbdbfjh	taciighh	0
drcfccji	taciighh	0
drcfhace	tachehcj	0
drcfhace	tachfbch	0
drcgddaj	tachehcj	0
drcgddaj	tachfbch	0
drcehhic	tachehcj	0
drcehhic	tachfbch	0
drbcfdhj	tachehcj	0
drbcfdhj	tachfbch	0
drcfcghd	tachieah	0
drcfcghd	tacifhjc	0
drcfgdea	tachieah	0
drcfgdea	tacifhjc	0
drbcebej	tachieah	0
drbcebej	tacifhjc	0
dreidgd	tachieah	0
dreidgd	tacifhjc	0
drcgajba	tachieah	0
drcgajba	tacifhjc	0
drceiihb	tachieah	0
drceiihb	tacifhjc	0
drcgbgdi	tachieah	0
drcgbgdi	tacifhjc	0
drcfhaeh	tacjbcji	0
drceihjb	tachieah	0
drceihjb	tacifhjc	0
drcfidjb	tacjbcji	0
drcfgeab	tacjbcji	0
drcfegea	tacjbcji	0
drcfeaaf	tacjbcji	0
drbcifch	tacjbcji	0
drcfjidg	tacjbcji	0
drbaefdb	tacjbcji	0
drcfigif	tacjbcji	0
drbcifgd	tacjbcji	0
drbcfiec	tacjbcji	0
drjjjbb	tacjbcji	0
drcfighc	tacjbcji	0
drcgagid	tacjbcji	0
drcgbbfc	tacjbcji	0
drcfcged	tacjbcji	0
drbaefad	tacjbcji	0
drcgahgf	tacjbcji	0
drbdadfd	tacjbcji	0
drbchhfe	tacjbcji	0
drcgbhjh	tacjbcji	0
drihjea	tacjbcji	0
drhfbdb	tacjbcji	0
drbabagi	tacjbcji	0
drcgbbgg	tacjbcji	0
dricddi	tacjbcji	0
dribede	tacjbcji	0
drcgbeei	tacjbcji	0
drcfdjgi	tacjbcji	0
drcgdjfj	tacjbcji	0
drhfiee	tacjbcji	0
drjjbac	tacjbcji	0
drbdaabd	tacjbcji	0
drbdacaa	tacjbcji	0
drhjdjb	tacjbcji	0
drceedjj	tacjbcji	0
drcgcdab	tacjbcji	0
drbacdfh	tacjbcji	0
drcfefcc	tacjbcji	0
drbcdiee	tacjbcji	0
drcffbgh	tacjbcji	0
drcgcgcb	tacjbcji	0
drbcfecc	tacjbcji	0
drbdbbai	tacjbcji	0
drcffcjg	tacjbcji	0
drbddbac	tacjbcji	0
drbachji	tacjbcji	0
drcgaeej	tacjbcji	0
drcfjjcf	tacjbcji	0
drbcfcej	tacjbcji	0
drbddbfh	tacjbcji	0
drcgahif	tacjbcji	0
drbaghbh	tacjbcji	0
drcgdfba	tacjbcji	0
drcgdbch	tacjbcji	0
drbacbdj	tacjbcji	0
drcfjjia	tacjbcji	0
drbbgihd	tacjbcji	0
drbcifeg	tacjbcji	0
drcfjbgf	tacjbcji	0
drjgbga	tacjbcji	0
drcfihfa	tacjbcji	0
drcgbdga	tacjbcji	0
drbdajgh	tacjbcji	0
drcffbbj	tacjbcji	0
drfahfe	tacjbcji	0
drbbbecg	tacjbcji	0
drbchegj	tacjbcji	0
drcfeebh	tacjbcji	0
drbacbbg	tacjbcji	0
drcfjccg	tacjbcji	0
drbcfjib	tacjbcji	0
drcffdcj	tacjbcji	0
drcdbfg	tacjbcji	0
drbicdha	tacjbcji	0
drbdaeag	tacjbcji	0
drbciiha	tacjbcji	0
drcfjjih	tacjbcji	0
drbcibjf	tacjbcji	0
drbcfdac	tacjbcji	0
drcgddab	tacjbcji	0
drdjjdh	tacjbcji	0
drbcfibb	tacihdij	0
drbcfibb	tacjecbg	0
drbceaaf	tacihdij	0
drbceaaf	tacjecbg	0
drcfgcii	tacihdij	0
drcfgcii	tacjecbg	0
drcfhbee	tacihdij	0
drcfhbee	tacjecbg	0
drbaagfg	tacihdij	0
drbaagfg	tacjecbg	0
drbcfidg	tacihdij	0
drbcfidg	tacjecbg	0
drcfhchi	tacihdij	0
drcfhchi	tacjecbg	0
drbcdigg	tacihdij	0
drbcdigg	tacjecbg	0
drcfhbgb	tacihdij	0
drcfhbgb	tacjecbg	0
drbbbfac	tacihdij	0
drbbbfac	tacjecbg	0
drbaajaj	tacihdij	0
drbaajaj	tacjecbg	0
drcfcfff	tacihdij	0
drcfcfff	tacjecbg	0
drcffadb	tacihdij	0
drcffadb	tacjecbg	0
drcfifji	tacihdij	0
drcfifji	tacjecbg	0
drcfhbcf	tacihdij	0
drcfhbcf	tacjecbg	0
drcfgddc	tacihdij	0
drcfgddc	tacjecbg	0
drbcfigc	tacihdij	0
drbcfigc	tacjecbg	0
drcfiddf	tacihdij	0
drcfiddf	tacjecbg	0
drcfiffc	tacihdij	0
drcfiffc	tacjecbg	0
drcgbbae	tacihdij	0
drcgbbae	tacjecbg	0
drcfhcfd	tacihdij	0
drcfhcfd	tacjecbg	0
drbcifga	tacihdij	0
drbcifga	tacjecbg	0
drcfigbb	tacihdij	0
drcfigbb	tacjecbg	0
drcfigce	tacihdij	0
drcfigce	tacjecbg	0
drbcdifi	tacihdij	0
drbcdifi	tacjecbg	0
drcfhcgg	tacihdij	0
drcfhcgg	tacjecbg	0
drbceafc	tacihdij	0
drbceafc	tacjecbg	0
drbcfigi	tacihdij	0
drbcfigi	tacjecbg	0
drbcdjdi	tacihdij	0
drbcdjdi	tacjecbg	0
drcfjggd	tacihdij	0
drcfjggd	tacjecbg	0
drcfigci	tacihdij	0
drcfigci	tacjecbg	0
drcfigef	tacihdij	0
drcfigef	tacjecbg	0
drcfigih	tacihdij	0
drcfigih	tacjecbg	0
drcffbgc	tacihdij	0
drcffbgc	tacjecbg	0
drcfjcac	tacihdij	0
drcfjcac	tacjecbg	0
drbagbic	tacihdij	0
drbagbic	tacjecbg	0
drcfdjjj	tacihdij	0
drcfdjjj	tacjecbg	0
drbabfjf	tacihdij	0
drbabfjf	tacjecbg	0
drbcifcf	tacihdij	0
drbcifcf	tacjecbg	0
drcfgjih	tacihdij	0
drcfgjih	tacjecbg	0
drhecfd	tacihdij	0
drhecfd	tacjecbg	0
drcfedjg	tacihdij	0
drcfedjg	tacjecbg	0
driicgj	tacihdij	0
driicgj	tacjecbg	0
drcfiddi	tacihdij	0
drcfiddi	tacjecbg	0
drcfidgi	tacihdij	0
drcfidgi	tacjecbg	0
drcfidij	tacihdij	0
drcfidij	tacjecbg	0
drbcifeh	tacihdij	0
drbcifeh	tacjecbg	0
drbciggg	tacihdij	0
drbciggg	tacjecbg	0
drcfigfa	tacihdij	0
drcfigfa	tacjecbg	0
drheicg	tacihdij	0
drheicg	tacjecbg	0
drbcihca	tacihdij	0
drbcihca	tacjecbg	0
drcfihda	tacihdij	0
drcfihda	tacjecbg	0
drcfjcji	tacihdij	0
drcfjcji	tacjecbg	0
drhejhg	tacihdij	0
drhejhg	tacjecbg	0
drbciieg	tacihdij	0
drbciieg	tacjecbg	0
drejjbf	tacihdij	0
drejjbf	tacjecbg	0
drcfcfja	tacihdij	0
drcfcfja	tacjecbg	0
drbciidi	tacihdij	0
drbciidi	tacjecbg	0
drbaagic	tacihdij	0
drbaagic	tacjecbg	0
drhdiga	tacihdij	0
drhdiga	tacjecbg	0
drcfjece	tacihdij	0
drcfjece	tacjecbg	0
drcfjfai	tacihdij	0
drcfjfai	tacjecbg	0
drceihca	tacihdij	0
drceihca	tacjecbg	0
drbcigeh	tacihdij	0
drbcigeh	tacjecbg	0
drcfjdcd	tacihdij	0
drcfjdcd	tacjecbg	0
drcfjdgh	tacihdij	0
drcfjdgh	tacjecbg	0
drbciijc	tacihdij	0
drbciijc	tacjecbg	0
drcfjeif	tacihdij	0
drcfjeif	tacjecbg	0
drbciihg	tacihdij	0
drbciihg	tacjecbg	0
drbcihhc	tacihdij	0
drbcihhc	tacjecbg	0
drbcijab	tacihdij	0
drbcijab	tacjecbg	0
drcfeghf	tacihdij	0
drcfeghf	tacjecbg	0
drcfjfbf	tacihdij	0
drcfjfbf	tacjecbg	0
drbciiff	tacihdij	0
drbciiff	tacjecbg	0
drcgdcii	tacihdij	0
drcgdcii	tacjecbg	0
drbcfgfi	tacihdij	0
drbcfgfi	tacjecbg	0
drbcijfj	tacihdij	0
drbcijfj	tacjecbg	0
drbcigbi	tacihdij	0
drbcigbi	tacjecbg	0
drbcdjaj	tacihdij	0
drbcdjaj	tacjecbg	0
drcgddde	tacihdij	0
drcgddde	tacjecbg	0
drhbiid	tacihdij	0
drhbiid	tacjecbg	0
dribihd	tacihdij	0
dribihd	tacjecbg	0
drhehdc	tacihdij	0
drhehdc	tacjecbg	0
drcgahia	tacihdij	0
drcgahia	tacjecbg	0
drbabgce	tacihdij	0
drbabgce	tacjecbg	0
drbchhfa	tacihdij	0
drbchhfa	tacjecbg	0
drjfdci	tacihdij	0
drjfdci	tacjecbg	0
drcidfb	tacihdij	0
drcidfb	tacjecbg	0
dreefed	tacihdij	0
dreefed	tacjecbg	0
drcgcdhj	tacihdij	0
drcgcdhj	tacjecbg	0
drbaaija	tacihdij	0
drbaaija	tacjecbg	0
drbaefde	tacihdij	0
drbaefde	tacjecbg	0
drhbidc	tacihdij	0
drhbidc	tacjecbg	0
driajjb	tacihdij	0
driajjb	tacjecbg	0
drbbdhhe	tacihdij	0
drbbdhhe	tacjecbg	0
drbbbhaa	tacihdij	0
drbbbhaa	tacjecbg	0
drcefhad	tacihdij	0
drcefhad	tacjecbg	0
drcfdijg	tacihdij	0
drcfdijg	tacjecbg	0
drbdagig	tacihdij	0
drbdagig	tacjecbg	0
drcfdhb	tacihdij	0
drcfdhb	tacjecbg	0
drbbbcec	tacihdij	0
drbbbcec	tacjecbg	0
drcfefig	tacihdij	0
drcfefig	tacjecbg	0
drcegidh	tacihdij	0
drcegidh	tacjecbg	0
drcfdici	tacihdij	0
drcfdici	tacjecbg	0
drhajgf	tacihdij	0
drhajgf	tacjecbg	0
drhgfje	tacihdij	0
drhgfje	tacjecbg	0
drfaaaj	tacihdij	0
drfaaaj	tacjecbg	0
drbaeejf	tacihdij	0
drbaeejf	tacjecbg	0
drbadcbb	tacihdij	0
drbadcbb	tacjecbg	0
drceihig	tacihdij	0
drceihig	tacjecbg	0
drbadhgh	tacihdij	0
drbadhgh	tacjecbg	0
drcehbhh	tacihdij	0
drcehbhh	tacjecbg	0
drbaefdc	tacihdij	0
drbaefdc	tacjecbg	0
drcgcegf	tacihdij	0
drcgcegf	tacjecbg	0
drfbjje	tacihdij	0
drfbjje	tacjecbg	0
drhegdi	tacihdij	0
drhegdi	tacjecbg	0
drjhjge	tacihdij	0
drjhjge	tacjecbg	0
dribbbc	tacihdij	0
dribbbc	tacjecbg	0
drbdadej	tacihdij	0
drbdadej	tacjecbg	0
drbdaebh	tacihdij	0
drbdaebh	tacjecbg	0
drhddja	tacihdij	0
drhddja	tacjecbg	0
drcfdjee	tacihdij	0
drcfdjee	tacjecbg	0
drjigej	tacihdij	0
drjigej	tacjecbg	0
drccifag	tacihdij	0
drccifag	tacjecbg	0
drjjjgd	tacihdij	0
drjjjgd	tacjecbg	0
drcgeccc	tacihdij	0
drcgeccc	tacjecbg	0
drcgbabe	tacihdij	0
drcgbabe	tacjecbg	0
drhccbi	tacihdij	0
drhccbi	tacjecbg	0
drcegadh	tacihdij	0
drcegadh	tacjecbg	0
drhbidf	tacihdij	0
drhbidf	tacjecbg	0
drbabacd	tacihdij	0
drbabacd	tacjecbg	0
drbchiad	tacihdij	0
drbchiad	tacjecbg	0
drcgdiad	tacihdij	0
drcgdiad	tacjecbg	0
gojgcj	tacihdij	0
gojgcj	tacjecbg	0
drhchbe	tacihdij	0
drhchbe	tacjecbg	0
drjgebj	tacihdij	0
drjgebj	tacjecbg	0
drbcfgde	tacihdij	0
drbcfgde	tacjecbg	0
drhchfc	tacihdij	0
drhchfc	tacjecbg	0
drcgddfi	tacihdij	0
drcgddfi	tacjecbg	0
drcfeeec	tacihdij	0
drcfeeec	tacjecbg	0
drbdacad	tacihdij	0
drbdacad	tacjecbg	0
drbbbaad	tacihdij	0
drbbbaad	tacjecbg	0
drcfdijf	tacihdij	0
drcfdijf	tacjecbg	0
drcgghdg	tacihdij	0
drcgghdg	tacjecbg	0
drbcffab	tacihdij	0
drbcffab	tacjecbg	0
drcgchbe	tacihdij	0
drcgchbe	tacjecbg	0
drcigeg	tacihdij	0
drcigeg	tacjecbg	0
drhchfg	tacihdij	0
drhchfg	tacjecbg	0
drjideh	tacihdij	0
drjideh	tacjecbg	0
drbadjaj	tacihdij	0
drbadjaj	tacjecbg	0
drheade	tacihdij	0
drheade	tacjecbg	0
drhgahg	tacihdij	0
drhgahg	tacjecbg	0
drcfecgg	tacihdij	0
drcfecgg	tacjecbg	0
drcfebbj	tacihdij	0
drcfebbj	tacjecbg	0
drcgbjej	tacihdij	0
drcgbjej	tacjecbg	0
drcfedba	tacihdij	0
drcfedba	tacjecbg	0
drjjdha	tacihdij	0
drjjdha	tacjecbg	0
drhchbf	tacihdij	0
drhchbf	tacjecbg	0
drbdbaah	tacihdij	0
drbdbaah	tacjecbg	0
drbddcga	tacihdij	0
drbddcga	tacjecbg	0
drcfdgbf	tacihdij	0
drcfdgbf	tacjecbg	0
drcgahdc	tacihdij	0
drcgahdc	tacjecbg	0
drbabiej	tacihdij	0
drbabiej	tacjecbg	0
drbaeaeg	tacihdij	0
drbaeaeg	tacjecbg	0
drbddbfd	tacihdij	0
drbddbfd	tacjecbg	0
drhhehb	tacihdij	0
drhhehb	tacjecbg	0
drjfdaj	tacihdij	0
drjfdaj	tacjecbg	0
drcfcceb	tacihdij	0
drcfcceb	tacjecbg	0
drhjchf	tacihdij	0
drhjchf	tacjecbg	0
drcfdgia	tacihdij	0
drcfdgia	tacjecbg	0
drcfebch	tacihdij	0
drcfebch	tacjecbg	0
drgdgja	tacihdij	0
drgdgja	tacjecbg	0
drhchhe	tacihdij	0
drhchhe	tacjecbg	0
dribjef	tacihdij	0
dribjef	tacjecbg	0
drbdcjhg	tacihdij	0
drbdcjhg	tacjecbg	0
drcfeidg	tacihdij	0
drcfeidg	tacjecbg	0
drbcjgca	tacihdij	0
drbcjgca	tacjecbg	0
drcgbdaj	tacihdij	0
drcgbdaj	tacjecbg	0
drcdacee	tacihdij	0
drcdacee	tacjecbg	0
drcfebgd	tacihdij	0
drcfebgd	tacjecbg	0
drbcjiga	tacihdij	0
drbcjiga	tacjecbg	0
drcgcghc	tacihdij	0
drcgcghc	tacjecbg	0
drcfdhcd	tacihdij	0
drcfdhcd	tacjecbg	0
drcfdgab	tacihdij	0
drcfdgab	tacjecbg	0
drfhfbf	tacihdij	0
drfhfbf	tacjecbg	0
drbacabi	tacihdij	0
drbacabi	tacjecbg	0
drcgdfdd	tacihdij	0
drcgdfdd	tacjecbg	0
drbdbafj	tacihdij	0
drbdbafj	tacjecbg	0
drchaeee	tacihdij	0
drchaeee	tacjecbg	0
drijcdd	tacihdij	0
drijcdd	tacjecbg	0
drbcjbcc	tacihdij	0
drbcjbcc	tacjecbg	0
driiehd	tacihdij	0
driiehd	tacjecbg	0
drbabjbg	tacihdij	0
drbabjbg	tacjecbg	0
drcfeddj	tacihdij	0
drcfeddj	tacjecbg	0
drcfebab	tacihdij	0
drcfebab	tacjecbg	0
drehebf	tacihdij	0
drehebf	tacjecbg	0
drcfchga	tacihdij	0
drcfchga	tacjecbg	0
drbaaiif	tacihdij	0
drbaaiif	tacjecbg	0
drjjbah	tacihdij	0
drjjbah	tacjecbg	0
drcfegbe	tacihdij	0
drcfegbe	tacjecbg	0
drcfeghe	tacihdij	0
drcfeghe	tacjecbg	0
drbcdicg	tacihdij	0
drbcdicg	tacjecbg	0
drbagded	tacihdij	0
drbagded	tacjecbg	0
drcgagdc	tacihdij	0
drcgagdc	tacjecbg	0
drceigga	tacihdij	0
drceigga	tacjecbg	0
drcgbddc	tacihdij	0
drcgbddc	tacjecbg	0
drijcgh	tacihdij	0
drijcgh	tacjecbg	0
drjcdfa	tacihdij	0
drjcdfa	tacjecbg	0
drcefhbh	tacihdij	0
drcefhbh	tacjecbg	0
drbdcjib	tacihdij	0
drbdcjib	tacjecbg	0
drbcjedh	tacihdij	0
drbcjedh	tacjecbg	0
drhchcd	tacihdij	0
drhchcd	tacjecbg	0
drjihhh	tacihdij	0
drjihhh	tacjecbg	0
drbaafhh	tacihdij	0
drbaafhh	tacjecbg	0
drbcdijh	tacihdij	0
drbcdijh	tacjecbg	0
drcffbad	tacihdij	0
drcffbad	tacjecbg	0
drcfchfh	tacihdij	0
drcfchfh	tacjecbg	0
drbdabee	tacihdij	0
drbdabee	tacjecbg	0
drhchdh	tacihdij	0
drhchdh	tacjecbg	0
drceehci	tacihdij	0
drceehci	tacjecbg	0
drijcde	tacihdij	0
drijcde	tacjecbg	0
drijche	tacihdij	0
drijche	tacjecbg	0
drjcfie	tacihdij	0
drjcfie	tacjecbg	0
drcgageh	tacihdij	0
drcgageh	tacjecbg	0
drbdafge	tacihdij	0
drbdafge	tacjecbg	0
drhchhg	tacihdij	0
drhchhg	tacjecbg	0
drjjiej	tacihdij	0
drjjiej	tacjecbg	0
drcffcig	tacihdij	0
drcffcig	tacjecbg	0
drijcgf	tacihdij	0
drijcgf	tacjecbg	0
drbcfdee	tacihdij	0
drbcfdee	tacjecbg	0
drbabjic	tacihdij	0
drbabjic	tacjecbg	0
drijcfb	tacihdij	0
drijcfb	tacjecbg	0
drcgdhhg	tacihdij	0
drcgdhhg	tacjecbg	0
drbcfbdi	tacihdij	0
drbcfbdi	tacjecbg	0
drijcej	tacihdij	0
drijcej	tacjecbg	0
drcfcjaa	tacihdij	0
drcfcjaa	tacjecbg	0
drijcgd	tacihdij	0
drijcgd	tacjecbg	0
drcffceh	tacihdij	0
drcffceh	tacjecbg	0
drcgdddb	tacihdij	0
drcgdddb	tacjecbg	0
drcgbdji	tacihdij	0
drcgbdji	tacjecbg	0
drcfdjde	tacihdij	0
drcfdjde	tacjecbg	0
drijcja	tacihdij	0
drijcja	tacjecbg	0
drijcjg	tacihdij	0
drijcjg	tacjecbg	0
drijdbb	tacihdij	0
drijdbb	tacjecbg	0
drijdbh	tacihdij	0
drijdbh	tacjecbg	0
drcfefbb	tacihdij	0
drcfefbb	tacjecbg	0
drcefcaa	tacihdij	0
drcefcaa	tacjecbg	0
drbadjai	tacihdij	0
drbadjai	tacjecbg	0
drijchj	tacihdij	0
drijchj	tacjecbg	0
drijcih	tacihdij	0
drijcih	tacjecbg	0
drcfdjac	tacihdij	0
drcfdjac	tacjecbg	0
dribjdj	tacihdij	0
dribjdj	tacjecbg	0
drbdaegd	tacihdij	0
drbdaegd	tacjecbg	0
drceighd	tacihdij	0
drceighd	tacjecbg	0
drjceaf	tacihdij	0
drjceaf	tacjecbg	0
drbceaeb	tacihdij	0
drbceaeb	tacjecbg	0
drcfjcej	tacihdij	0
drcfjcej	tacjecbg	0
drcgcjji	tacihdij	0
drcgcjji	tacjecbg	0
drbbcddj	tacihdij	0
drbbcddj	tacjecbg	0
drcfhaib	tacihdij	0
drcfhaib	tacjecbg	0
drcgbjhi	tacihdij	0
drcgbjhi	tacjecbg	0
drijdai	tacihdij	0
drijdai	tacjecbg	0
drijdbi	tacihdij	0
drijdbi	tacjecbg	0
drcfdgaj	tacihdij	0
drcfdgaj	tacjecbg	0
drijcff	tacihdij	0
drijcff	tacjecbg	0
drjcdhj	tacihdij	0
drjcdhj	tacjecbg	0
drbcfbji	tacihdij	0
drbcfbji	tacjecbg	0
drcehjhj	tacihdij	0
drcehjhj	tacjecbg	0
drcfjcdi	tacihdij	0
drcfjcdi	tacjecbg	0
dreihai	tacihdij	0
dreihai	tacjecbg	0
drbagjaa	tacihdij	0
drbagjaa	tacjecbg	0
drjfdgd	tacihdij	0
drjfdgd	tacjecbg	0
drijcjb	tacihdij	0
drijcjb	tacjecbg	0
drjceai	tacihdij	0
drjceai	tacjecbg	0
drijdfa	tacihdij	0
drijdfa	tacjecbg	0
drbcefbh	tacihdij	0
drbcefbh	tacjecbg	0
drhbghf	tacihdij	0
drhbghf	tacjecbg	0
drijdaj	tacihdij	0
drijdaj	tacjecbg	0
driccaj	tacihdij	0
driccaj	tacjecbg	0
drbcihee	tacihdij	0
drbcihee	tacjecbg	0
drcfdfjb	tacihdij	0
drcfdfjb	tacjecbg	0
drbcejag	tacihdij	0
drbcejag	tacjecbg	0
drbdafij	tacihdij	0
drbdafij	tacjecbg	0
drhbhae	tacihdij	0
drhbhae	tacjecbg	0
drjcdfi	tacihdij	0
drjcdfi	tacjecbg	0
drijdae	tacihdij	0
drijdae	tacjecbg	0
drijdbg	tacihdij	0
drijdbg	tacjecbg	0
drcgcdhd	tacihdij	0
drcgcdhd	tacjecbg	0
drjcfac	tacihdij	0
drjcfac	tacjecbg	0
drhbghi	tacihdij	0
drhbghi	tacjecbg	0
drhbgje	tacihdij	0
drhbgje	tacjecbg	0
drjcfad	tacihdij	0
drjcfad	tacjecbg	0
drcfjcbd	tacihdij	0
drcfjcbd	tacjecbg	0
drcffhib	tacihdij	0
drcffhib	tacjecbg	0
drbcfhjg	tacihdij	0
drbcfhjg	tacjecbg	0
drjfhee	tacihdij	0
drjfhee	tacjecbg	0
drcfjbjb	tacihdij	0
drcfjbjb	tacjecbg	0
drcfdjce	tacihdij	0
drcfdjce	tacjecbg	0
drjcebd	tacihdij	0
drjcebd	tacjecbg	0
drheagh	tacihdij	0
drheagh	tacjecbg	0
drcfhcjc	tacihdij	0
drcfhcjc	tacjecbg	0
drjcedf	tacihdij	0
drjcedf	tacjecbg	0
drhbhaa	tacihdij	0
drhbhaa	tacjecbg	0
drcfjdjf	tacihdij	0
drcfjdjf	tacjecbg	0
drjfhea	tacihdij	0
drjfhea	tacjecbg	0
drjfheb	tacihdij	0
drjfheb	tacjecbg	0
drbabcdb	tacihdij	0
drbabcdb	tacjecbg	0
drcefcad	tacihdij	0
drcefcad	tacjecbg	0
drcfciij	tacihdij	0
drcfciij	tacjecbg	0
drcffgad	tacihdij	0
drcffgad	tacjecbg	0
drhbgjg	tacihdij	0
drhbgjg	tacjecbg	0
drcfgeae	tacihdij	0
drcfgeae	tacjecbg	0
drbcjaie	tacihdij	0
drbcjaie	tacjecbg	0
drcgidag	tacihdij	0
drcgidag	tacjecbg	0
drcfgdca	tacihdij	0
drcfgdca	tacjecbg	0
driichb	tacihdij	0
driichb	tacjecbg	0
drjdfcb	tacihdij	0
drjdfcb	tacjecbg	0
drjigih	tacihdij	0
drjigih	tacjecbg	0
drbchecd	tacihdij	0
drbchecd	tacjecbg	0
drbcjdgh	tacihdij	0
drbcjdgh	tacjecbg	0
drcfgjgd	tacihdij	0
drcfgjgd	tacjecbg	0
driicha	tacihdij	0
driicha	tacjecbg	0
drijcde	tacihdij	0
drijcde	tacjecbg	0
drcfebhb	tacihdij	0
drcfebhb	tacjecbg	0
drhbgjf	tacihdij	0
drhbgjf	tacjecbg	0
drcfidjh	tacihdij	0
drcfidjh	tacjecbg	0
drcgaffi	tacihdij	0
drcgaffi	tacjecbg	0
drcfidih	tacihdij	0
drcfidih	tacjecbg	0
drcfcffa	tacihdij	0
drcfcffa	tacjecbg	0
drbdacjb	tacihdij	0
drbdacjb	tacjecbg	0
drbdbhjf	tacihdij	0
drbdbhjf	tacjecbg	0
drcfdaie	tacihdij	0
drcfdaie	tacjecbg	0
drigcaa	tacihdij	0
drigcaa	tacjecbg	0
driebhh	tacihdij	0
driebhh	tacjecbg	0
drbdaddc	tacihdij	0
drbdaddc	tacjecbg	0
drcfffje	tacihdij	0
drcfffje	tacjecbg	0
goied	tacihdij	0
goied	tacjecbg	0
goceba	tacihdij	0
goceba	tacjecbg	0
drcfdihc	tacihdij	0
drcfdihc	tacjecbg	0
drbcdccd	tacihdij	0
drbcdccd	tacjecbg	0
drcfijad	tacihdij	0
drcfijad	tacjecbg	0
drjfdac	tacihdij	0
drjfdac	tacjecbg	0
drgfagh	tacihdij	0
drgfagh	tacjecbg	0
drcfchbf	tacihdij	0
drcfchbf	tacjecbg	0
drgeeai	tacihdij	0
drgeeai	tacjecbg	0
drjgghc	tacihdij	0
drjgghc	tacjecbg	0
drbddieb	tacihdij	0
drbddieb	tacjecbg	0
drcfchgf	tacihdij	0
drcfchgf	tacjecbg	0
drjgdgb	tacihdij	0
drjgdgb	tacjecbg	0
drcfjbif	tacihdij	0
drcfjbif	tacjecbg	0
drcehiad	tacihdij	0
drcehiad	tacjecbg	0
drcfjdjd	tacihdij	0
drcfjdjd	tacjecbg	0
drjcdfg	tacihdij	0
drjcdfg	tacjecbg	0
drcfhcbf	tacihdij	0
drcfhcbf	tacjecbg	0
drcffggf	tacihdij	0
drcffggf	tacjecbg	0
drcfacdg	tacihdij	0
drcfacdg	tacjecbg	0
drjffad	tacihdij	0
drjffad	tacjecbg	0
drcgigid	tacihdij	0
drcgigid	tacjecbg	0
drcfdhig	tacihdij	0
drcfdhig	tacjecbg	0
drjfcdh	tacihdij	0
drjfcdh	tacjecbg	0
drcfacfb	tacihdij	0
drcfacfb	tacjecbg	0
drhbife	tacihdij	0
drhbife	tacjecbg	0
drjjaic	tacihdij	0
drjjaic	tacjecbg	0
drbcggae	tacihdij	0
drbcggae	tacjecbg	0
drcffcdj	tacihdij	0
drcffcdj	tacjecbg	0
drcejaab	tacihdij	0
drcejaab	tacjecbg	0
drbdbcch	tacihdij	0
drbdbcch	tacjecbg	0
drbchdhf	tacihdij	0
drbchdhf	tacjecbg	0
drceccdi	tacihdij	0
drceccdi	tacjecbg	0
gogcef	tacihdij	0
gogcef	tacjecbg	0
drcfcfca	tacihdij	0
drcfcfca	tacjecbg	0
godbac	tacihdij	0
godbac	tacjecbg	0
drbcjdad	tacihdij	0
drbcjdad	tacjecbg	0
drbciieh	tacjdjbc	0
drcdabih	tacihdij	0
drcdabih	tacjecbg	0
drbcffgg	tacihdij	0
drbcffgg	tacjecbg	0
drbcfbdf	tacjdjbc	0
drcfdjjc	tacihdij	0
drcfdjjc	tacjecbg	0
drcgddgh	tacihdij	0
drcgddgh	tacjecbg	0
drcfcbhe	tacjdjbc	0
drhajei	tacjdjbc	0
dribgde	tacjdjbc	0
drcgahdd	tacjdjbc	0
drjcjcb	tacjdjbc	0
drcbbef	tacjdjbc	0
drjcebg	tacjdjbc	0
drcgbeja	tacjdjbc	0
drcfdgfg	tacjdjbc	0
drjdfcd	tacjdjbc	0
drjjiae	tacjdjbc	0
drjceic	tacjdjbc	0
drcfacfd	tacjdjbc	0
drhbidb	tacjdjbc	0
drhbida	tacjdjbc	0
drbdagef	tacjdjbc	0
drcgcaff	tacjdjbc	0
drcfcdbc	tacjdjbc	0
gofdgj	tacjdjbc	0
drcejdeh	tacjdjbc	0
gobfid	tacjdjbc	0
drccieie	tacjdjbc	0
drcfaejg	tacjdjbc	0
drbbbbaa	tacjdjbc	0
drhdjba	tacihiaa	0
drcfhafb	tacihiaa	0
drffhec	tacihiaa	0
drcgaaid	tachibaf	0
drcgcgbi	tachibaf	0
drbaefac	tachibaf	0
drhbidb	tachibaf	0
drhddcd	tachibaf	0
driccbd	tachibaf	0
drhchha	tachibaf	0
drbcjeab	tachibaf	0
drcfefac	tachibaf	0
drcfecji	tachibaf	0
drbcgiec	tachibaf	0
drceggbh	tachibaf	0
drcgjegi	tachibaf	0
driccbe	tachibaf	0
drbaeaae	tachibaf	0
drcfehaa	tachibaf	0
driccbf	tachibaf	0
drbcefga	tachibaf	0
driccaj	tachibaf	0
drhgbaa	tachibaf	0
drbchejb	tachibaf	0
drbddaai	tachibaf	0
drbaddcb	tachibaf	0
drcgcgac	tachibaf	0
drcgaeej	tachibaf	0
driccbc	tachibaf	0
drbdbfjb	tachibaf	0
drbbbhhh	tachibaf	0
